row_ID,study_ID,title,year,journal,volume,issue,pages,authors,taxo_group,species_name,population,study_environment,age,personality_trait,study_type,male_n,female_n,male_mean,male_SE,female_mean,female_SE,error_type,m_SE_to_SD,f_SE_to_SD,directionality,comp,depend,data_type,data_location,score,proportion,flip_sign,data_quality
2281,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,2.63,0.93,0.3,0.11,SE,5.094,0.602,,1832,683,bite,in-text,,,,
2282,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.8,0.26,0.9,0.27,SE,1.424,1.479,1,1833,684,total avoid time,in-text,,,,
2283,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.7,0.31,0.13,0.06,SE,1.698,0.329,1,1834,685,retreat,in-text,,,,
2284,P235,Agonistic and sensory behaviour of the salamander Ensatina eschscholtzii during asymmetrical contests,1996,Animal Behaviour,52,,841-850,"Wiltenmuth, E.B.",reptilia,Ensatina eschscholtzii,field,lab,adult,aggression,experimental,30,30,0.44,0.18,0.8,0.27,SE,0.986,1.479,1,1835,686,avoidance,in-text,,,,
2285,P236,Behavioral responses of two species of dolphins to novel video footage: An exploration of sex differences,2018,Zoo Biology,37,,399-407,"Winship, K.A.; Eskelinen, H.C.",mammal,Tursiops truncatus,lab,lab,adult,boldness,experimental,6,6,0.146,0.049,0.048,0.019,SE,0.12,0.047,,1836,687,bubbles,Figure,,,,
2286,P236,Behavioral responses of two species of dolphins to novel video footage: An exploration of sex differences,2018,Zoo Biology,37,,399-407,"Winship, K.A.; Eskelinen, H.C.",mammal,Tursiops truncatus,lab,lab,adult,boldness,experimental,6,6,0.132,0.03,0.07,0.019,SE,0.073,0.047,,1837,688,interest,Figure,,,,
2287,P236,Behavioral responses of two species of dolphins to novel video footage: An exploration of sex differences,2018,Zoo Biology,37,,399-407,"Winship, K.A.; Eskelinen, H.C.",mammal,Tursiops truncatus,lab,lab,adult,boldness,experimental,6,6,0.317,0.097,0.018,0.009,SE,0.238,0.022,,1838,689,aggression,Figure,,,,
2288,P236,Behavioral responses of two species of dolphins to novel video footage: An exploration of sex differences,2018,Zoo Biology,37,,399-407,"Winship, K.A.; Eskelinen, H.C.",mammal,Steno bredanensis,lab,lab,adult,boldness,experimental,2,3,0.434,0.15,1.081,0.233,SE,0.212,0.404,,1839,687,bubbles,Figure,,,,
2289,P236,Behavioral responses of two species of dolphins to novel video footage: An exploration of sex differences,2018,Zoo Biology,37,,399-407,"Winship, K.A.; Eskelinen, H.C.",mammal,Steno bredanensis,lab,lab,adult,boldness,experimental,2,3,0.181,0.067,0.279,0.078,SE,0.095,0.135,,1840,688,interest,Figure,,,,
2290,P236,Behavioral responses of two species of dolphins to novel video footage: An exploration of sex differences,2018,Zoo Biology,37,,399-407,"Winship, K.A.; Eskelinen, H.C.",mammal,Steno bredanensis,lab,lab,adult,boldness,experimental,2,3,0.083,0.041,0.031,0.016,SE,0.058,0.028,,1841,689,aggression,Figure,,,,
2291,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,14,6,55.99,7.813,73.177,19.531,SE,29.234,47.841,1,1842,690,time stationary,Figure,,,,
2292,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,35,5,46.694,11.57,93.388,46.694,SE,68.449,104.411,1,1843,690,time stationary,Figure,,,,
2293,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,33,7,4.959,2.893,31.405,28.926,SE,16.619,76.531,1,1844,690,time stationary,Figure,,,,
2294,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,14,6,26.979,6.452,57.478,25.806,SE,24.141,63.212,1,1845,691,time in centre,Figure,,,,
2295,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,35,5,76.231,13.495,78.419,39.392,SE,79.837,88.083,1,1846,691,time in centre,Figure,,,,
2296,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,33,7,34.65,6.93,69.666,20.426,SE,39.81,54.042,1,1847,691,time in centre,Figure,,,,
2297,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,14,6,23.107,4.386,16.214,6.971,SE,16.411,17.075,1,1848,692,time stationary,Figure,,,,
2298,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,35,5,15.908,5.072,12.795,6.686,SE,30.006,14.95,1,1849,692,time stationary,Figure,,,,
2299,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,33,7,30.432,7.147,19.02,12.219,SE,41.056,32.328,1,1850,692,time stationary,Figure,,,,
2300,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,14,6,178.289,17.763,201.316,46.053,SE,66.463,112.806,1,1851,693,time in centre,Figure,,,,
2301,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,35,5,196.632,26.425,197.409,66.062,SE,156.332,147.719,1,1852,693,time in centre,Figure,,,,
2302,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,exploration,experimental,33,7,162.435,23.316,208.29,69.171,SE,133.94,183.009,1,1853,693,time in centre,Figure,,,,
2303,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,55.522,10.746,85.254,30.806,SE,40.208,75.459,,1854,694,time top half,Figure,,,,
2304,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,95.679,17.901,107.407,57.407,SE,105.904,128.366,,1855,694,time top half,Figure,,,,
2305,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,17.901,4.938,67.284,33.333,SE,28.367,88.191,,1856,694,time top half,Figure,,,,
2306,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,10.191,2.969,0.367,0.367,SE,11.109,0.899,1,1857,695,time bottom half,Figure,,,,
2307,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,3.66,2.141,0.414,0.414,SE,12.666,0.926,1,1858,695,time bottom half,Figure,,,,
2308,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,16.506,5.11,0.552,0.483,SE,29.355,1.278,1,1859,695,time bottom half,Figure,,,,
2309,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,220.339,20.339,261.864,50.847,SE,76.102,124.549,1,1860,696,time stationary,Figure,,,,
2310,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,277.871,24.65,216.246,87.395,SE,145.831,195.421,1,1861,696,time stationary,Figure,,,,
2311,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,169.188,30.252,300.28,60.504,SE,173.785,160.079,1,1862,696,time stationary,Figure,,,,
2312,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,92.9,12.085,174.471,40.03,SE,45.218,98.053,,1863,697,time spent light part,Figure,,,,
2313,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,136.957,19.565,190.994,66.149,SE,115.748,147.914,,1864,697,time spent light part,Figure,,,,
2314,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,49.379,10.248,161.18,52.174,SE,58.87,138.039,,1865,697,time spent light part,Figure,,,,
2315,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,218.182,32.551,190.909,104.692,SE,121.795,256.442,,1866,698,bouts in light part,Figure,,,,
2316,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,139.503,41.436,77.348,44.199,SE,245.139,98.832,,1867,698,bouts in light part,Figure,,,,
2317,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,308.011,45.58,283.149,180.939,SE,261.837,478.72,,1868,698,bouts in light part,Figure,,,,
2318,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,21.711,2.924,16.52,7.237,SE,10.941,17.727,1,1869,699,latency to feed,Figure,,,,
2319,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,13.659,3.537,23.78,14.512,SE,20.925,32.45,1,1870,699,latency to feed,Figure,,,,
2320,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,31.098,4.512,10.61,6.707,SE,25.919,17.745,1,1871,699,latency to feed,Figure,,,,
2321,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,83.198,7.859,71.003,20.325,SE,29.406,49.786,1,1872,699,latency to feed,Figure,,,,
2322,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,100.286,11.143,102.857,37.714,SE,65.923,84.331,1,1873,699,latency to feed,Figure,,,,
2323,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,65.571,10.714,48.429,22.286,SE,61.547,58.963,1,1874,699,latency to feed,Figure,,,,
2324,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,14,6,85.714,7.937,115.873,21.429,SE,29.698,52.49,1,1875,699,latency to feed,Figure,,,,
2325,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,35,5,114.194,10.968,169.677,9.677,SE,64.888,21.638,1,1876,699,latency to feed,Figure,,,,
2326,P237,Comparing behavioral responses across multiple assays of stress and anxiety in zebrafish (Danio rerio),2012,Behaviour,149,10,1205-1240,"Wong, R.Y.; Perrin, F.; Oxendine, S.E.; Kezios, Z.D.; Sawyer, S.; Zhou, L.; Dereje, S.; Godwin, J.",fish,Danio rerio,lab,lab,adult,boldness,experimental,33,7,56.129,8.387,71.613,26.452,SE,48.18,69.985,1,1877,699,latency to feed,Figure,,,,
2327,P238,Responses to Environmental Enrichment Differ with Sex and Genotype in a Transgenic Mouse Model of Huntington's Disease,2010,PLoS ONE,5,9,e9077,"Wood, N.I.; Carta, V.; Milde, S.; Skillings, E.A.; McAllister, C.J.; Ang, Y.L.M.; Duguid, A.; Wijesuriya, N.; Afzal, S.M.; Fernandes, J.X.; Leong, T.W.; Morton, J.",mammal,Mus musculus,lab,lab,adult,activity,experimental,10,10,12.987,0,14.544,2.053,SD,0,2.053,,1878,700,activity score,Figure,1,,,1
2328,P238,Responses to Environmental Enrichment Differ with Sex and Genotype in a Transgenic Mouse Model of Huntington's Disease,2010,PLoS ONE,5,9,e9077,"Wood, N.I.; Carta, V.; Milde, S.; Skillings, E.A.; McAllister, C.J.; Ang, Y.L.M.; Duguid, A.; Wijesuriya, N.; Afzal, S.M.; Fernandes, J.X.; Leong, T.W.; Morton, J.",mammal,Mus musculus,lab,lab,adult,activity,experimental,10,10,11.907,1.958,13.019,2.117,SD,1.958,2.117,,1878,700,activity score,Figure,1,,,
2329,P238,Responses to Environmental Enrichment Differ with Sex and Genotype in a Transgenic Mouse Model of Huntington's Disease,2010,PLoS ONE,5,9,e9077,"Wood, N.I.; Carta, V.; Milde, S.; Skillings, E.A.; McAllister, C.J.; Ang, Y.L.M.; Duguid, A.; Wijesuriya, N.; Afzal, S.M.; Fernandes, J.X.; Leong, T.W.; Morton, J.",mammal,Mus musculus,lab,lab,adult,activity,experimental,10,10,10.795,0,11.214,1.796,SD,0,1.796,,1878,700,activity score,Figure,1,,,1
2330,P238,Responses to Environmental Enrichment Differ with Sex and Genotype in a Transgenic Mouse Model of Huntington's Disease,2010,PLoS ONE,5,9,e9077,"Wood, N.I.; Carta, V.; Milde, S.; Skillings, E.A.; McAllister, C.J.; Ang, Y.L.M.; Duguid, A.; Wijesuriya, N.; Afzal, S.M.; Fernandes, J.X.; Leong, T.W.; Morton, J.",mammal,Mus musculus,lab,lab,adult,activity,experimental,10,10,11.223,1.902,10.289,2.366,SD,1.902,2.366,,1878,700,activity score,Figure,1,,,
