"study_ID","row_ID","male_mean_conv","male_sd_conv","female_mean_conv","female_sd_conv"
"P099",847,5.12973551245996,0.781180156208414,5.26327063161837,0.797124460376065
"P135",1160,7.71279538593689,1.00497592150172,7.59829151431398,0.938030165669715
"P032",233,5.2113197748053,0.742154266227561,6.13736419006987,0.779571936155371
"P135",1161,8.47133697153545,0.861217013052552,8.27938747023909,0.905954631454139
"P135",1158,9.102889279497,0.592224048361712,9.24321145779069,0.553992383279569
"P032",232,3.56276735527667,0.963672979794073,4.91673402525205,0.60980874754418
"P135",1157,8.75139577975884,0.576635992712104,8.75822434686715,0.541641861476337
"P221",2157,8.41756536819034,0.47410977338137,8.58556947388852,0.341688396963437
"P221",2156,8.64806012512794,0.311100532523698,8.56026766274462,0.384987923452945
"P221",2158,8.39813507776923,0.444225721810287,8.39310869670788,0.43973980556238
"P180",1625,3.88960485767208,0.785300817736795,4.44793100556319,0.832509880968725
"P015",131,6.09787425214548,0.0940247362748019,6.47979870370716,0.0563107691539628
"P015",132,6.07571076021878,0.0432567805976939,6.47566542809239,0.0606228211137891
"P015",133,4.79385121985469,0.274551655475037,6.3005563484958,0.0259176589750506
"P015",134,6.02872063822119,0.0650176806181361,6.45177385910792,0.0711729887999919
"P015",135,5.95011749841955,0.211593559615076,6.43590835048983,0.0875957930337746
"P015",136,4.63734679223085,0.129902783977073,6.30884433525583,0.0408835610657043
"P037",276,3.03909126440107,0.765654289838614,2.42792494755545,0.748498835732905
"P037",271,3.0774698318279,0.947513264063638,2.54944517092557,0.668047230836578
"P074",539,6.75647015185469,0.559370677966075,6.88350726656089,0.624837801548716
"P075",562,7.19625858066091,0.373498848458414,7.25666853647349,0.345678294121359
"P075",572,7.11934129408923,0.455031578824642,7.18554238399415,0.378868238726429
"P075",577,7.42074488340928,0.250237804483614,7.40442366957349,0.242716352636808
"P075",567,6.90399244242818,0.585971267277104,7.06604261136827,0.534589520228195
"P074",551,6.73861058347317,0.640011191354404,7.01848058547918,0.56360514787248
"P074",557,6.22212043042798,0.738054661759488,6.58352041585924,0.642626760927745
"P074",545,6.08899271827627,0.900485581374429,6.27301536143956,0.674898716186703
"P067",460,2.4844992480202,0.798575147229528,2.88786691080874,0.483373776940212
"P067",461,3.51481493988797,0.473123911228585,3.53944655116023,0.32702450002344
"P145",1333,NA,NA,NA,NA
"P145",1334,NA,NA,NA,NA
"P145",1332,NA,NA,NA,NA
"P145",1343,NA,NA,NA,NA
"P145",1331,NA,NA,NA,NA
"P145",1317,NA,NA,NA,NA
"P145",1335,NA,NA,NA,NA
"P145",1314,NA,NA,NA,NA
"P145",1316,NA,NA,NA,NA
"P145",1330,NA,NA,NA,NA
"P145",1336,NA,NA,NA,NA
"P145",1315,NA,NA,NA,NA
"P145",1329,NA,NA,NA,NA
"P145",1318,NA,NA,NA,NA
"P145",1337,NA,NA,NA,NA
"P145",1338,NA,NA,NA,NA
"P145",1341,NA,NA,NA,NA
"P145",1327,NA,NA,NA,NA
"P145",1319,NA,NA,NA,NA
"P145",1321,NA,NA,NA,NA
"P145",1339,NA,NA,NA,NA
"P145",1340,NA,NA,NA,NA
"P145",1342,NA,NA,NA,NA
"P145",1326,NA,NA,NA,NA
"P145",1328,NA,NA,NA,NA
"P145",1325,NA,NA,NA,NA
"P145",1322,NA,NA,NA,NA
"P145",1323,NA,NA,NA,NA
"P145",1320,NA,NA,NA,NA
"P145",1324,NA,NA,NA,NA
"P069",484,4.05836111174077,0.872915333296857,3.23446411364888,1.01758752972448
"P069",475,3.22184707866309,1.14906068132075,2.72382744825519,1.39329564999869
"P069",466,4.35133926013108,0.853914364314762,3.59268489402332,0.945637860226258
"P069",493,2.90492609258653,0.690829292461869,2.9800680027027,0.978828192577646
"P239",2440,-0.80471895621705,1.26863624117952,-0.297353553873346,1.40748053942731
"P239",2354,3.49182470991621,1.16838568972701,3.87555077669957,0.731551706568942
"P239",2438,-0.346573590279973,0.832554611157698,-0.346573590279973,0.832554611157698
"P239",2439,0.103819682389122,1.08565878449062,-0.80471895621705,1.26863624117952
"P239",2353,3.84850511251162,0.940164165065623,3.57773422018081,0.738123812824439
"P239",2405,4.79401729526598,0.749875349598644,5.00047977181351,0.638007704127915
"P239",2355,3.95893646114603,0.891933142722656,3.7208309463252,0.952424614938568
"P239",2356,3.81848130712319,1.02501133138175,4.01427617173005,1.22996622127245
"P239",2429,7.51875466411817,0.511738135364844,7.7466443962602,0.386258170821955
"P239",2430,6.91632207720404,0.80360798474849,7.35323997667551,0.644797042261719
"P239",2437,-0.346573590279973,0.832554611157698,-0.346573590279973,0.832554611157698
"P239",2409,3.90025509831517,1.09503842125753,4.07945090968953,1.01554806921687
"P239",2431,6.6399938158559,0.923550923643151,7.17396822378413,0.762288148736937
"P239",2406,2.96685814440062,1.29599718006614,3.45080706313035,1.17671378275363
"P239",2407,3.98898404656427,1.01076765259479,4.21165866284109,0.930303430392776
"P239",2436,-0.346573590279973,0.832554611157698,-0.80471895621705,1.26863624117952
"P239",2352,3.98594033995018,1.04561862378505,3.73446744220521,0.921320401548191
"P239",2408,5.46215422607299,0.377452679562694,5.46528396083227,0.379605864512821
"P239",2410,5.36570231083161,0.461667332263971,5.39965734327615,0.422564510768562
"P239",2435,0.434044315028139,1.15288158424009,0.905078417183885,1.77754225412738
"P239",2432,7.46183234100288,0.640090398423861,7.31501299454592,0.725441214535739
"P239",2433,7.08578999921171,0.793511913154969,7.47356240264257,0.615427408910208
"P239",2351,4.63166488878363,0.893054346172514,4.02319387762208,0.861690521069322
"P239",2434,7.00427525323428,0.826722391953931,7.88321787654992,0.372551298752482
"P102",904,3.62467472151888,1.05073077622383,3.74924850300054,0.970379172922892
"P102",905,5.04383088450868,0.748192369416231,4.77815955008885,0.790475982845802
"P234",2251,5.14014080566375,0.584045606867677,5.19142790486994,0
